comments_es,satisfied
esto es inaceptable,Negativo
simplemente no es aceptable,Negativo
sus tarifas adicionales por la banca en linea no son razonables realmente pobre en general creo que cambiare de banco pronto,Negativo
el sitio web de este banco es realmente bueno,Positivo
la red de cajeros automaticos de ti bank es excelente,Positivo
necesitamos mas sucursales siento que mi banco deberia tratarme mejor,Negativo
el servicio al cliente de este banco es realmente malo,Negativo
las ubicaciones son convenientes estas bien,Positivo
tanto su hipoteca como sus tasas de ahorro son bajas mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
el servicio al cliente brindado es de mala educacion su banco necesita mejorar su enfoque de servicio al cliente simplemente no es aceptable,Negativo
la implicacion comunitaria de este banco es algo que realmente valoro estoy bastante contento con el servicio del banco,Positivo
estoy contento con los servicios prestados por el banco a personas como yo en general este banco esta bien,Positivo
no puedo darme el lujo de seguir pagando estos altos impuestos bancarios,Negativo
el servicio de atencion al cliente del banco hizo que mi experiencia bancaria fuera facil y sin estres lo estas haciendo bien,Positivo
sin comentarios,Positivo
las sucursales del banco estan ubicadas en lugares convenientes el nivel de servicio al cliente proporcionado por este banco es de primer nivel bastante buena eleccion para la banca,Positivo
el banco ofrece solo unos pocos servicios para mis necesidades las cosas realmente necesitan mejorarse aqui,Negativo
no estoy seguro de quedarme en este banco por mucho mas tiempo,Negativo
es importante que su banco muestre mas responsabilidad con el medio ambiente mi banco deberia priorizar los comentarios y las inquietudes de los clientes el servicio que recibi no cumplio con mis expectativas,Negativo
no estoy contento de que hayas cerrado tantas de tus tiendas debe hacerlo mejor en el futuro,Negativo
creo que el banco tiene el potencial de tener un impacto positivo en la comunidad si tan solo se esforzara un poco mas esperaba un mayor nivel de servicio de este banco y me han decepcionado,Negativo
los productos financieros que ofrece el banco son diversos y utiles servicio general decente pero todavia hay margen de mejora,Neutro
hay margen de mejora en este banco,Positivo
los cargos no son demasiado altos lo estas haciendo bien,Positivo
no me gusta el sitio web en linea del banco,Negativo
realmente pobre en general creo que cambiare pronto,Negativo
las tasas hipotecarias son demasiado altas,Negativo
esperaba un mayor nivel de servicio en este tablon y me decepcionaron,Negativo
falta de servicios bancarios para mis necesidades pronto cambiare de pank debido a la mala experiencia general,Negativo
bien en todas partes,Positivo
en resumen estoy razonablemente satisfecho,Positivo
las ubicaciones son incomodas,Negativo
la experiencia del usuario de la aplicacion movil no es satisfactoria tanto sus tasas hipotecarias como de ahorro son bajas no siento que este banco valore mi negocio,Negativo
el nivel de servicio que recibi fue muy decepcionante,Negativo
su banco deberia devolver algo a la comunidad local y los servicios de ese banco realmente necesitan mejorarse,Negativo
las sucursales bancarias son relativamente dificiles de encontrar,Negativo
tarifas demasiado altas para la banca mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
sin comentarios,Negativo
recomiendo ampliamente este banco por su servicio al cliente,Positivo
el servicio al cliente no sera solidario,Negativo
es un desafio localizar sucursales bancarias no siento que este banco valore mi negocio,Negativo
las ubicaciones son convenientes,Positivo
como el sitio web en linea de los bancos,Positivo
sin comentarios,Positivo
el banco tiene una gama limitada de servicios este banco no esta para rascar,Negativo
estoy considerando seriamente cambiarme a otro banco,Negativo
no contento con las tarifas podria cerrar mi cuenta ahora,Negativo
ojala no hubiera abierto una cuenta en este banco,Negativo
el banco ofrece una aplicacion movil segura y facil de usar muchos cajeros automaticos en general estoy bastante contento con el servicio,Positivo
el servicio brindado a sus clientes es constantemente decepcionante realmente no estoy contento con este bant,Negativo
no puedo darme el lujo de seguir pagando estas altas tarifas lo que experimente simplemente no es aceptable,Negativo
el banco tiene buenas opciones disponibles para tasas hipotecarias y de ahorro agradezco que mi banco participe en programas de extension comunitaria en terminos generales estoy bastante contento con nuestro servicio,Positivo
muy satisfecho con la calidad del servicio al cliente brindado por este banco en general este banco es aceptable,Positivo
prefiero no comentar sobre esto,Negativo
es necesaria la ampliacion de la gama de productos financieros creo que cerrare mi cuenta,Negativo
las tasas hipotecarias de este banco son bastante competitivas,Positivo
la experiencia de la aplicacion movil podria ser mejor necesito hacerlo mejor en el futuro,Negativo
nada que comentar aqui,Positivo
el servicio al cliente del banco es excepcional estoy bastante contento con mi banco,Positivo
supongo que todo es bastante decente en general,Positivo
buena gama de productos hipotecarios estoy bastante contento con el servicio del banco,Positivo
realmente no estoy contento contigo,Negativo
el servicio brindado por este banco ha sido completamente insatisfactorio,Negativo
el banco ofrece una aplicacion movil segura y facil de usar,Positivo
la seguridad de su aplicacion movil es encomiable,Positivo
no hay suficientes sucursales locales para este banco estoy considerando seriamente llevar mi negocio a otra parte,Negativo
he quedado decepcionado con el servicio brindado,Negativo
el banco tiene muchos cajeros automaticos razonablemente feliz en general,Positivo
las tasas de las hipotecas son demasiado costosas decepcionado con el servicio prestado por este banco,Negativo
no hay muchos productos financieros para gente como yo debe esforzarse mas,Negativo
bastante buena opcion para los bancos,Positivo
he tenido cargos fraudulentos en mi cuenta con este banco,Negativo
los bancos se centran en la banca en linea seccurite shi tranquilizador en general estoy bastante contento con mi banco,Positivo
tus honorarios son demasiado estoy considerando seriamente cambiarme a otro banco,Negativo
este banco ofrece buenas opciones de hipotecas y tasas de ahorro,Positivo
me ha decepcionado el servicio brindado,Negativo
el servicio brindado por este banco es muy decepcionante he tenido una experiencia negativa con su servicio de atencion al cliente cambiare de banco pronto debido a la mala experiencia general,Negativo
estoy completamente satisfecho con los servicios bancarios de mi banco en general,Positivo
estoy impresionado con el nivel de servicio al cliente que ofrece este banco las cosas estan bastante bien pero podrian mejorar,Neutro
bajas tasas de interes de ahorro me arrepiento de haber abierto una cuenta en este banco,Negativo
tarifas razonables por servicios bancarios,Positivo
el servicio de atencion al cliente no es util muy pocas sucursales para este banco esto es inaceptable y debe abordarse,Negativo
satisfecho con su seguridad en linea,Positivo
gracias,Positivo
no estoy satisfecho con las altas tarifas que me cobran,Negativo
la calidad del servicio al cliente de su banco es deficiente me ha decepcionado el servicio prestado,Negativo
el banco mejoraria su portal de banca en linea falta servicio brindado a los clientes,Negativo
el desempeno de este banco es inaceptable,Negativo
nuestras tarifas son demasiado realmente no estoy contento con este banco,Negativo
la aplicacion movil no es buena considerando seriamente cambiarme a un banco rival,Negativo
deje de aumentar las tasas de su hipoteca mirando a otros bancos ahora,Negativo
este banco deberia mejorar el trato a sus clientes,Negativo
me siento bien al realizar operaciones bancarias con una empresa que apoya iniciativas locales,Positivo
prefiero no comentar sobre esto,Negativo
necesidad de ampliar su gama de productos financieros cambiare de banco pronto debido a la mala experiencia general,Negativo
pienso exorbitante en mi cuenta,Negativo
los tipos de interes de las hipotecas son demasiado elevados tratar con este banco es extremadamente inconveniente,Negativo
los servicios limitados se pueden asignar a mis necesidades especificas realmente mal servicio de tu parte,Negativo
los tipos de interes de las hipotecas son demasiado excesivos le sugiero que trabaje para mejorar la calidad de su servicio,Negativo
las tasas de interes de sus ahorros son mas bajas que las de otros bancos,Negativo
prefiero no comentar,Positivo
